RevisionNumber,ISO3,CTSCode,Year,RevisionDate,Notes
9871,COM,ECCS,2011,2026-04-01,synthetic revision
9872,COD,ECCS,2011,2026-04-01,synthetic revision
9873,COG,ECCS,2011,2026-04-01,synthetic revision
9874,COK,ECCS,2011,2026-04-01,synthetic revision
9875,CRI,ECCS,2011,2026-04-01,synthetic revision
9876,HRV,ECCS,2011,2026-04-01,synthetic revision
9877,CUB,ECCS,2011,2026-04-01,synthetic revision
9878,CYP,ECCS,2011,2026-04-01,synthetic revision
9879,CZE,ECCS,2011,2026-04-01,synthetic revision
9880,DNK,ECCS,2011,2026-04-01,synthetic revision
9881,DJI,ECCS,2011,2026-04-01,synthetic revision
9882,DMA,ECCS,2011,2026-04-01,synthetic revision
9883,DOM,ECCS,2011,2026-04-01,synthetic revision
9884,ECU,ECCS,2011,2026-04-01,synthetic revision
9885,EGY,ECCS,2011,2026-04-01,synthetic revision
9886,SLV,ECCS,2011,2026-04-01,synthetic revision
9887,GNQ,ECCS,2011,2026-04-01,synthetic revision
9888,ERI,ECCS,2011,2026-04-01,synthetic revision
9889,EST,ECCS,2011,2026-04-01,synthetic revision
9890,SWZ,ECCS,2011,2026-04-01,synthetic revision
9891,ETH,ECCS,2011,2026-04-01,synthetic revision
9892,FRO,ECCS,2011,2026-04-01,synthetic revision
9893,FJI,ECCS,2011,2026-04-01,synthetic revision
9894,FIN,ECCS,2011,2026-04-01,synthetic revision
9895,FRA,ECCS,2011,2026-04-01,synthetic revision
9896,PYF,ECCS,2011,2026-04-01,synthetic revision
9897,GAB,ECCS,2011,2026-04-01,synthetic revision
9898,GMB,ECCS,2011,2026-04-01,synthetic revision
9899,GEO,ECCS,2011,2026-04-01,synthetic revision
9900,DEU,ECCS,2011,2026-04-01,synthetic revision
9901,GHA,ECCS,2011,2026-04-01,synthetic revision
9902,GIB,ECCS,2011,2026-04-01,synthetic revision
9903,GRC,ECCS,2011,2026-04-01,synthetic revision
9904,GRL,ECCS,2011,2026-04-01,synthetic revision
9905,GRD,ECCS,2011,2026-04-01,synthetic revision
9906,GLP,ECCS,2011,2026-04-01,synthetic revision
9907,GTM,ECCS,2011,2026-04-01,synthetic revision
9908,GUF,ECCS,2011,2026-04-01,synthetic revision
9909,GIN,ECCS,2011,2026-04-01,synthetic revision
9910,GNB,ECCS,2011,2026-04-01,synthetic revision
9911,GUY,ECCS,2011,2026-04-01,synthetic revision
9912,HTI,ECCS,2011,2026-04-01,synthetic revision
9913,VAT,ECCS,2011,2026-04-01,synthetic revision
9914,HND,ECCS,2011,2026-04-01,synthetic revision
9915,HUN,ECCS,2011,2026-04-01,synthetic revision
9916,ISL,ECCS,2011,2026-04-01,synthetic revision
9917,IND,ECCS,2011,2026-04-01,synthetic revision
9918,IDN,ECCS,2011,2026-04-01,synthetic revision
9919,IRN,ECCS,2011,2026-04-01,synthetic revision
9920,IRQ,ECCS,2011,2026-04-01,synthetic revision
9921,IRL,ECCS,2011,2026-04-01,synthetic revision
9922,IMN,ECCS,2011,2026-04-01,synthetic revision
9923,ISR,ECCS,2011,2026-04-01,synthetic revision
9924,ITA,ECCS,2011,2026-04-01,synthetic revision
9925,JAM,ECCS,2011,2026-04-01,synthetic revision
9926,JPN,ECCS,2011,2026-04-01,synthetic revision
9927,JOR,ECCS,2011,2026-04-01,synthetic revision
9928,KAZ,ECCS,2011,2026-04-01,synthetic revision
9929,KEN,ECCS,2011,2026-04-01,synthetic revision
9930,KIR,ECCS,2011,2026-04-01,synthetic revision
9931,PRK,ECCS,2011,2026-04-01,synthetic revision
9932,KOR,ECCS,2011,2026-04-01,synthetic revision
9933,KWT,ECCS,2011,2026-04-01,synthetic revision
9934,KGZ,ECCS,2011,2026-04-01,synthetic revision
9935,LAO,ECCS,2011,2026-04-01,synthetic revision
9936,LVA,ECCS,2011,2026-04-01,synthetic revision
9937,LBN,ECCS,2011,2026-04-01,synthetic revision
9938,LSO,ECCS,2011,2026-04-01,synthetic revision
9939,LBR,ECCS,2011,2026-04-01,synthetic revision
9940,LBY,ECCS,2011,2026-04-01,synthetic revision
9941,LIE,ECCS,2011,2026-04-01,synthetic revision
9942,LTU,ECCS,2011,2026-04-01,synthetic revision
9943,LUX,ECCS,2011,2026-04-01,synthetic revision
9944,MDG,ECCS,2011,2026-04-01,synthetic revision
9945,MWI,ECCS,2011,2026-04-01,synthetic revision
9946,MYS,ECCS,2011,2026-04-01,synthetic revision
9947,MDV,ECCS,2011,2026-04-01,synthetic revision
9948,MLI,ECCS,2011,2026-04-01,synthetic revision
9949,MLT,ECCS,2011,2026-04-01,synthetic revision
9950,MHL,ECCS,2011,2026-04-01,synthetic revision
9951,MTQ,ECCS,2011,2026-04-01,synthetic revision
9952,MRT,ECCS,2011,2026-04-01,synthetic revision
9953,MUS,ECCS,2011,2026-04-01,synthetic revision
9954,MYT,ECCS,2011,2026-04-01,synthetic revision
9955,MEX,ECCS,2011,2026-04-01,synthetic revision
9956,FSM,ECCS,2011,2026-04-01,synthetic revision
9957,MDA,ECCS,2011,2026-04-01,synthetic revision
9958,MCO,ECCS,2011,2026-04-01,synthetic revision
9959,MNG,ECCS,2011,2026-04-01,synthetic revision
9960,MNE,ECCS,2011,2026-04-01,synthetic revision
9961,MSR,ECCS,2011,2026-04-01,synthetic revision
9962,MAR,ECCS,2011,2026-04-01,synthetic revision
9963,MOZ,ECCS,2011,2026-04-01,synthetic revision
9964,MMR,ECCS,2011,2026-04-01,synthetic revision
9965,NPL,ECCS,2011,2026-04-01,synthetic revision
9966,NLD,ECCS,2011,2026-04-01,synthetic revision
9967,NCL,ECCS,2011,2026-04-01,synthetic revision
9968,NZL,ECCS,2011,2026-04-01,synthetic revision
9969,NIC,ECCS,2011,2026-04-01,synthetic revision
9970,NER,ECCS,2011,2026-04-01,synthetic revision
9971,NGA,ECCS,2011,2026-04-01,synthetic revision
9972,NFK,ECCS,2011,2026-04-01,synthetic revision
9973,MKD,ECCS,2011,2026-04-01,synthetic revision
9974,NOR,ECCS,2011,2026-04-01,synthetic revision
9975,OMN,ECCS,2011,2026-04-01,synthetic revision
9976,PAK,ECCS,2011,2026-04-01,synthetic revision
9977,PLW,ECCS,2011,2026-04-01,synthetic revision
9978,PAN,ECCS,2011,2026-04-01,synthetic revision
9979,PNG,ECCS,2011,2026-04-01,synthetic revision
9980,PRY,ECCS,2011,2026-04-01,synthetic revision
9981,PER,ECCS,2011,2026-04-01,synthetic revision
9982,PHL,ECCS,2011,2026-04-01,synthetic revision
9983,POL,ECCS,2011,2026-04-01,synthetic revision
9984,PRT,ECCS,2011,2026-04-01,synthetic revision
9985,PRI,ECCS,2011,2026-04-01,synthetic revision
9986,QAT,ECCS,2011,2026-04-01,synthetic revision
9987,ROU,ECCS,2011,2026-04-01,synthetic revision
9988,RUS,ECCS,2011,2026-04-01,synthetic revision
9989,SPM,ECCS,2011,2026-04-01,synthetic revision
9990,WSM,ECCS,2011,2026-04-01,synthetic revision
9991,SMR,ECCS,2011,2026-04-01,synthetic revision
9992,STP,ECCS,2011,2026-04-01,synthetic revision
9993,SAU,ECCS,2011,2026-04-01,synthetic revision
9994,SEN,ECCS,2011,2026-04-01,synthetic revision
9995,SRB,ECCS,2011,2026-04-01,synthetic revision
9996,SYC,ECCS,2011,2026-04-01,synthetic revision
9997,SLE,ECCS,2011,2026-04-01,synthetic revision
9998,SGP,ECCS,2011,2026-04-01,synthetic revision
9999,SVK,ECCS,2011,2026-04-01,synthetic revision
10000,SVN,ECCS,2011,2026-04-01,synthetic revision
10001,SLB,ECCS,2011,2026-04-01,synthetic revision
10002,SOM,ECCS,2011,2026-04-01,synthetic revision
10003,ZAF,ECCS,2011,2026-04-01,synthetic revision
10004,SSD,ECCS,2011,2026-04-01,synthetic revision
10005,ESP,ECCS,2011,2026-04-01,synthetic revision
10006,LKA,ECCS,2011,2026-04-01,synthetic revision
10007,KNA,ECCS,2011,2026-04-01,synthetic revision
10008,LCA,ECCS,2011,2026-04-01,synthetic revision
10009,VCT,ECCS,2011,2026-04-01,synthetic revision
10010,SDN,ECCS,2011,2026-04-01,synthetic revision
10011,SUR,ECCS,2011,2026-04-01,synthetic revision
10012,SJM,ECCS,2011,2026-04-01,synthetic revision
10013,SWE,ECCS,2011,2026-04-01,synthetic revision
10014,CHE,ECCS,2011,2026-04-01,synthetic revision
10015,SYR,ECCS,2011,2026-04-01,synthetic revision
10016,TWN,ECCS,2011,2026-04-01,synthetic revision
10017,TJK,ECCS,2011,2026-04-01,synthetic revision
10018,TZA,ECCS,2011,2026-04-01,synthetic revision
10019,THA,ECCS,2011,2026-04-01,synthetic revision
10020,TLS,ECCS,2011,2026-04-01,synthetic revision
10021,TGO,ECCS,2011,2026-04-01,synthetic revision
10022,TON,ECCS,2011,2026-04-01,synthetic revision
10023,TTO,ECCS,2011,2026-04-01,synthetic revision
10024,TUN,ECCS,2011,2026-04-01,synthetic revision
10025,TKM,ECCS,2011,2026-04-01,synthetic revision
10026,TUV,ECCS,2011,2026-04-01,synthetic revision
10027,UGA,ECCS,2011,2026-04-01,synthetic revision
10028,UKR,ECCS,2011,2026-04-01,synthetic revision
10029,ARE,ECCS,2011,2026-04-01,synthetic revision
10030,GBR,ECCS,2011,2026-04-01,synthetic revision
10031,USA,ECCS,2011,2026-04-01,synthetic revision
10032,VIR,ECCS,2011,2026-04-01,synthetic revision
10033,URY,ECCS,2011,2026-04-01,synthetic revision
10034,UZB,ECCS,2011,2026-04-01,synthetic revision
10035,VUT,ECCS,2011,2026-04-01,synthetic revision
10036,VEN,ECCS,2011,2026-04-01,synthetic revision
10037,VNM,ECCS,2011,2026-04-01,synthetic revision
10038,WLF,ECCS,2011,2026-04-01,synthetic revision
10039,PSE,ECCS,2011,2026-04-01,synthetic revision
10040,ESH,ECCS,2011,2026-04-01,synthetic revision
10041,ZMB,ECCS,2011,2026-04-01,synthetic revision
10042,ZWE,ECCS,2011,2026-04-01,synthetic revision
10043,AFG,ECCS,2012,2026-04-01,synthetic revision
10044,ALB,ECCS,2012,2026-04-01,synthetic revision
10045,DZA,ECCS,2012,2026-04-01,synthetic revision
10046,ASM,ECCS,2012,2026-04-01,synthetic revision
10047,AND,ECCS,2012,2026-04-01,synthetic revision
10048,AGO,ECCS,2012,2026-04-01,synthetic revision
10049,AIA,ECCS,2012,2026-04-01,synthetic revision
10050,ATG,ECCS,2012,2026-04-01,synthetic revision
10051,ARG,ECCS,2012,2026-04-01,synthetic revision
10052,ARM,ECCS,2012,2026-04-01,synthetic revision
10053,ABW,ECCS,2012,2026-04-01,synthetic revision
10054,AUS,ECCS,2012,2026-04-01,synthetic revision
10055,AUT,ECCS,2012,2026-04-01,synthetic revision
10056,AZE,ECCS,2012,2026-04-01,synthetic revision
10057,BHS,ECCS,2012,2026-04-01,synthetic revision
10058,BHR,ECCS,2012,2026-04-01,synthetic revision
10059,BGD,ECCS,2012,2026-04-01,synthetic revision
10060,BRB,ECCS,2012,2026-04-01,synthetic revision
10061,BLR,ECCS,2012,2026-04-01,synthetic revision
10062,BEL,ECCS,2012,2026-04-01,synthetic revision
10063,BLZ,ECCS,2012,2026-04-01,synthetic revision
10064,BEN,ECCS,2012,2026-04-01,synthetic revision
10065,BTN,ECCS,2012,2026-04-01,synthetic revision
10066,BOL,ECCS,2012,2026-04-01,synthetic revision
10067,BIH,ECCS,2012,2026-04-01,synthetic revision
10068,BWA,ECCS,2012,2026-04-01,synthetic revision
10069,BRA,ECCS,2012,2026-04-01,synthetic revision
10070,VGB,ECCS,2012,2026-04-01,synthetic revision
10071,BRN,ECCS,2012,2026-04-01,synthetic revision
10072,BGR,ECCS,2012,2026-04-01,synthetic revision
10073,BFA,ECCS,2012,2026-04-01,synthetic revision
10074,CPV,ECCS,2012,2026-04-01,synthetic revision
10075,KHM,ECCS,2012,2026-04-01,synthetic revision
10076,CMR,ECCS,2012,2026-04-01,synthetic revision
10077,CAN,ECCS,2012,2026-04-01,synthetic revision
10078,CYM,ECCS,2012,2026-04-01,synthetic revision
10079,CAF,ECCS,2012,2026-04-01,synthetic revision
10080,TCD,ECCS,2012,2026-04-01,synthetic revision
10081,CHL,ECCS,2012,2026-04-01,synthetic revision
10082,HKG,ECCS,2012,2026-04-01,synthetic revision
10083,MAC,ECCS,2012,2026-04-01,synthetic revision
10084,CHN,ECCS,2012,2026-04-01,synthetic revision
10085,COL,ECCS,2012,2026-04-01,synthetic revision
10086,COM,ECCS,2012,2026-04-01,synthetic revision
10087,COD,ECCS,2012,2026-04-01,synthetic revision
10088,COG,ECCS,2012,2026-04-01,synthetic revision
10089,COK,ECCS,2012,2026-04-01,synthetic revision
10090,CRI,ECCS,2012,2026-04-01,synthetic revision
10091,HRV,ECCS,2012,2026-04-01,synthetic revision
10092,CUB,ECCS,2012,2026-04-01,synthetic revision
10093,CYP,ECCS,2012,2026-04-01,synthetic revision
10094,CZE,ECCS,2012,2026-04-01,synthetic revision
10095,DNK,ECCS,2012,2026-04-01,synthetic revision
10096,DMA,ECCS,2012,2026-04-01,synthetic revision
10097,DOM,ECCS,2012,2026-04-01,synthetic revision
10098,ECU,ECCS,2012,2026-04-01,synthetic revision
10099,EGY,ECCS,2012,2026-04-01,synthetic revision
10100,SLV,ECCS,2012,2026-04-01,synthetic revision
10101,GNQ,ECCS,2012,2026-04-01,synthetic revision
10102,ERI,ECCS,2012,2026-04-01,synthetic revision
10103,EST,ECCS,2012,2026-04-01,synthetic revision
10104,SWZ,ECCS,2012,2026-04-01,synthetic revision
10105,ETH,ECCS,2012,2026-04-01,synthetic revision
10106,FRO,ECCS,2012,2026-04-01,synthetic revision
10107,FJI,ECCS,2012,2026-04-01,synthetic revision
10108,FIN,ECCS,2012,2026-04-01,synthetic revision
10109,FRA,ECCS,2012,2026-04-01,synthetic revision
10110,PYF,ECCS,2012,2026-04-01,synthetic revision
10111,GAB,ECCS,2012,2026-04-01,synthetic revision
10112,GMB,ECCS,2012,2026-04-01,synthetic revision
10113,GEO,ECCS,2012,2026-04-01,synthetic revision
10114,DEU,ECCS,2012,2026-04-01,synthetic revision
10115,GHA,ECCS,2012,2026-04-01,synthetic revision
10116,GIB,ECCS,2012,2026-04-01,synthetic revision
10117,GRC,ECCS,2012,2026-04-01,synthetic revision
10118,GRL,ECCS,2012,2026-04-01,synthetic revision
10119,GRD,ECCS,2012,2026-04-01,synthetic revision
10120,GLP,ECCS,2012,2026-04-01,synthetic revision
10121,GTM,ECCS,2012,2026-04-01,synthetic revision
10122,GUF,ECCS,2012,2026-04-01,synthetic revision
10123,GIN,ECCS,2012,2026-04-01,synthetic revision
10124,GNB,ECCS,2012,2026-04-01,synthetic revision
10125,GUY,ECCS,2012,2026-04-01,synthetic revision
10126,HTI,ECCS,2012,2026-04-01,synthetic revision
10127,VAT,ECCS,2012,2026-04-01,synthetic revision
10128,HND,ECCS,2012,2026-04-01,synthetic revision
10129,HUN,ECCS,2012,2026-04-01,synthetic revision
10130,ISL,ECCS,2012,2026-04-01,synthetic revision
10131,IND,ECCS,2012,2026-04-01,synthetic revision
10132,IDN,ECCS,2012,2026-04-01,synthetic revision
10133,IRN,ECCS,2012,2026-04-01,synthetic revision
10134,IRQ,ECCS,2012,2026-04-01,synthetic revision
10135,IRL,ECCS,2012,2026-04-01,synthetic revision
10136,IMN,ECCS,2012,2026-04-01,synthetic revision
10137,ISR,ECCS,2012,2026-04-01,synthetic revision
10138,ITA,ECCS,2012,2026-04-01,synthetic revision
10139,JAM,ECCS,2012,2026-04-01,synthetic revision
10140,JPN,ECCS,2012,2026-04-01,synthetic revision
10141,JOR,ECCS,2012,2026-04-01,synthetic revision
10142,KAZ,ECCS,2012,2026-04-01,synthetic revision
10143,KEN,ECCS,2012,2026-04-01,synthetic revision
10144,KIR,ECCS,2012,2026-04-01,synthetic revision
10145,PRK,ECCS,2012,2026-04-01,synthetic revision
10146,KOR,ECCS,2012,2026-04-01,synthetic revision
10147,KWT,ECCS,2012,2026-04-01,synthetic revision
10148,KGZ,ECCS,2012,2026-04-01,synthetic revision
10149,LAO,ECCS,2012,2026-04-01,synthetic revision
10150,LVA,ECCS,2012,2026-04-01,synthetic revision
10151,LBN,ECCS,2012,2026-04-01,synthetic revision
10152,LSO,ECCS,2012,2026-04-01,synthetic revision
10153,LBR,ECCS,2012,2026-04-01,synthetic revision
10154,LBY,ECCS,2012,2026-04-01,synthetic revision
10155,LIE,ECCS,2012,2026-04-01,synthetic revision
10156,LTU,ECCS,2012,2026-04-01,synthetic revision
10157,LUX,ECCS,2012,2026-04-01,synthetic revision
10158,MDG,ECCS,2012,2026-04-01,synthetic revision
10159,MWI,ECCS,2012,2026-04-01,synthetic revision
10160,MYS,ECCS,2012,2026-04-01,synthetic revision
10161,MDV,ECCS,2012,2026-04-01,synthetic revision
10162,MLI,ECCS,2012,2026-04-01,synthetic revision
10163,MLT,ECCS,2012,2026-04-01,synthetic revision
10164,MHL,ECCS,2012,2026-04-01,synthetic revision
10165,MTQ,ECCS,2012,2026-04-01,synthetic revision
10166,MRT,ECCS,2012,2026-04-01,synthetic revision
10167,MUS,ECCS,2012,2026-04-01,synthetic revision
10168,MYT,ECCS,2012,2026-04-01,synthetic revision
10169,MEX,ECCS,2012,2026-04-01,synthetic revision
10170,FSM,ECCS,2012,2026-04-01,synthetic revision
10171,MDA,ECCS,2012,2026-04-01,synthetic revision
10172,MCO,ECCS,2012,2026-04-01,synthetic revision
10173,MNG,ECCS,2012,2026-04-01,synthetic revision
10174,MNE,ECCS,2012,2026-04-01,synthetic revision
10175,MSR,ECCS,2012,2026-04-01,synthetic revision
10176,MAR,ECCS,2012,2026-04-01,synthetic revision
10177,MOZ,ECCS,2012,2026-04-01,synthetic revision
10178,MMR,ECCS,2012,2026-04-01,synthetic revision
10179,NPL,ECCS,2012,2026-04-01,synthetic revision
10180,NLD,ECCS,2012,2026-04-01,synthetic revision
10181,NCL,ECCS,2012,2026-04-01,synthetic revision
10182,NZL,ECCS,2012,2026-04-01,synthetic revision
10183,NIC,ECCS,2012,2026-04-01,synthetic revision
10184,NER,ECCS,2012,2026-04-01,synthetic revision
10185,NGA,ECCS,2012,2026-04-01,synthetic revision
10186,NFK,ECCS,2012,2026-04-01,synthetic revision
10187,MKD,ECCS,2012,2026-04-01,synthetic revision
10188,NOR,ECCS,2012,2026-04-01,synthetic revision
10189,OMN,ECCS,2012,2026-04-01,synthetic revision
10190,PAK,ECCS,2012,2026-04-01,synthetic revision
10191,PLW,ECCS,2012,2026-04-01,synthetic revision
10192,PAN,ECCS,2012,2026-04-01,synthetic revision
10193,PNG,ECCS,2012,2026-04-01,synthetic revision
10194,PRY,ECCS,2012,2026-04-01,synthetic revision
10195,PER,ECCS,2012,2026-04-01,synthetic revision
10196,PHL,ECCS,2012,2026-04-01,synthetic revision
10197,POL,ECCS,2012,2026-04-01,synthetic revision
10198,PRT,ECCS,2012,2026-04-01,synthetic revision
10199,PRI,ECCS,2012,2026-04-01,synthetic revision
10200,QAT,ECCS,2012,2026-04-01,synthetic revision
10201,ROU,ECCS,2012,2026-04-01,synthetic revision
10202,RUS,ECCS,2012,2026-04-01,synthetic revision
10203,SPM,ECCS,2012,2026-04-01,synthetic revision
10204,WSM,ECCS,2012,2026-04-01,synthetic revision
10205,SMR,ECCS,2012,2026-04-01,synthetic revision
10206,STP,ECCS,2012,2026-04-01,synthetic revision
10207,SAU,ECCS,2012,2026-04-01,synthetic revision
10208,SEN,ECCS,2012,2026-04-01,synthetic revision
10209,SRB,ECCS,2012,2026-04-01,synthetic revision
10210,SYC,ECCS,2012,2026-04-01,synthetic revision
10211,SLE,ECCS,2012,2026-04-01,synthetic revision
10212,SGP,ECCS,2012,2026-04-01,synthetic revision
10213,SVK,ECCS,2012,2026-04-01,synthetic revision
10214,SVN,ECCS,2012,2026-04-01,synthetic revision
10215,SLB,ECCS,2012,2026-04-01,synthetic revision
10216,SOM,ECCS,2012,2026-04-01,synthetic revision
10217,ZAF,ECCS,2012,2026-04-01,synthetic revision
10218,SSD,ECCS,2012,2026-04-01,synthetic revision
10219,ESP,ECCS,2012,2026-04-01,synthetic revision
10220,LKA,ECCS,2012,2026-04-01,synthetic revision
10221,KNA,ECCS,2012,2026-04-01,synthetic revision
10222,LCA,ECCS,2012,2026-04-01,synthetic revision
10223,VCT,ECCS,2012,2026-04-01,synthetic revision
10224,SDN,ECCS,2012,2026-04-01,synthetic revision
10225,SUR,ECCS,2012,2026-04-01,synthetic revision
10226,SJM,ECCS,2012,2026-04-01,synthetic revision
10227,SWE,ECCS,2012,2026-04-01,synthetic revision
10228,CHE,ECCS,2012,2026-04-01,synthetic revision
10229,SYR,ECCS,2012,2026-04-01,synthetic revision
10230,TWN,ECCS,2012,2026-04-01,synthetic revision
10231,TJK,ECCS,2012,2026-04-01,synthetic revision
10232,TZA,ECCS,2012,2026-04-01,synthetic revision
10233,THA,ECCS,2012,2026-04-01,synthetic revision
10234,TLS,ECCS,2012,2026-04-01,synthetic revision
10235,TGO,ECCS,2012,2026-04-01,synthetic revision
10236,TON,ECCS,2012,2026-04-01,synthetic revision
10237,TTO,ECCS,2012,2026-04-01,synthetic revision
10238,TUN,ECCS,2012,2026-04-01,synthetic revision
10239,TKM,ECCS,2012,2026-04-01,synthetic revision
10240,TUV,ECCS,2012,2026-04-01,synthetic revision
10241,UGA,ECCS,2012,2026-04-01,synthetic revision
10242,UKR,ECCS,2012,2026-04-01,synthetic revision
10243,ARE,ECCS,2012,2026-04-01,synthetic revision
10244,GBR,ECCS,2012,2026-04-01,synthetic revision
10245,USA,ECCS,2012,2026-04-01,synthetic revision
10246,VIR,ECCS,2012,2026-04-01,synthetic revision
10247,URY,ECCS,2012,2026-04-01,synthetic revision
10248,UZB,ECCS,2012,2026-04-01,synthetic revision
10249,VUT,ECCS,2012,2026-04-01,synthetic revision
10250,VEN,ECCS,2012,2026-04-01,synthetic revision
10251,VNM,ECCS,2012,2026-04-01,synthetic revision
10252,WLF,ECCS,2012,2026-04-01,synthetic revision
10253,PSE,ECCS,2012,2026-04-01,synthetic revision
10254,ESH,ECCS,2012,2026-04-01,synthetic revision
10255,ZMB,ECCS,2012,2026-04-01,synthetic revision
10256,ZWE,ECCS,2012,2026-04-01,synthetic revision
10257,AFG,ECCS,2013,2026-04-01,synthetic revision
10258,ALB,ECCS,2013,2026-04-01,synthetic revision
10259,DZA,ECCS,2013,2026-04-01,synthetic revision
10260,ASM,ECCS,2013,2026-04-01,synthetic revision
10261,AND,ECCS,2013,2026-04-01,synthetic revision
10262,AGO,ECCS,2013,2026-04-01,synthetic revision
10263,AIA,ECCS,2013,2026-04-01,synthetic revision
10264,ATG,ECCS,2013,2026-04-01,synthetic revision
10265,ARG,ECCS,2013,2026-04-01,synthetic revision
10266,ARM,ECCS,2013,2026-04-01,synthetic revision
10267,ABW,ECCS,2013,2026-04-01,synthetic revision
10268,AUS,ECCS,2013,2026-04-01,synthetic revision
10269,AUT,ECCS,2013,2026-04-01,synthetic revision
10270,AZE,ECCS,2013,2026-04-01,synthetic revision
10271,BHS,ECCS,2013,2026-04-01,synthetic revision
10272,BHR,ECCS,2013,2026-04-01,synthetic revision
10273,BGD,ECCS,2013,2026-04-01,synthetic revision
10274,BRB,ECCS,2013,2026-04-01,synthetic revision
10275,BLR,ECCS,2013,2026-04-01,synthetic revision
10276,BEL,ECCS,2013,2026-04-01,synthetic revision
10277,BLZ,ECCS,2013,2026-04-01,synthetic revision
10278,BEN,ECCS,2013,2026-04-01,synthetic revision
10279,BTN,ECCS,2013,2026-04-01,synthetic revision
10280,BOL,ECCS,2013,2026-04-01,synthetic revision
10281,BIH,ECCS,2013,2026-04-01,synthetic revision
10282,BWA,ECCS,2013,2026-04-01,synthetic revision
10283,BRA,ECCS,2013,2026-04-01,synthetic revision
10284,VGB,ECCS,2013,2026-04-01,synthetic revision
10285,BRN,ECCS,2013,2026-04-01,synthetic revision
10286,BGR,ECCS,2013,2026-04-01,synthetic revision
10287,BFA,ECCS,2013,2026-04-01,synthetic revision
10288,CPV,ECCS,2013,2026-04-01,synthetic revision
10289,KHM,ECCS,2013,2026-04-01,synthetic revision
10290,CMR,ECCS,2013,2026-04-01,synthetic revision
10291,CAN,ECCS,2013,2026-04-01,synthetic revision
10292,CYM,ECCS,2013,2026-04-01,synthetic revision
10293,CAF,ECCS,2013,2026-04-01,synthetic revision
10294,TCD,ECCS,2013,2026-04-01,synthetic revision
10295,CHL,ECCS,2013,2026-04-01,synthetic revision
10296,HKG,ECCS,2013,2026-04-01,synthetic revision
10297,MAC,ECCS,2013,2026-04-01,synthetic revision
10298,CHN,ECCS,2013,2026-04-01,synthetic revision
10299,COL,ECCS,2013,2026-04-01,synthetic revision
10300,COM,ECCS,2013,2026-04-01,synthetic revision
10301,COD,ECCS,2013,2026-04-01,synthetic revision
10302,COG,ECCS,2013,2026-04-01,synthetic revision
10303,COK,ECCS,2013,2026-04-01,synthetic revision
10304,CRI,ECCS,2013,2026-04-01,synthetic revision
10305,HRV,ECCS,2013,2026-04-01,synthetic revision
10306,CUB,ECCS,2013,2026-04-01,synthetic revision
10307,CYP,ECCS,2013,2026-04-01,synthetic revision
10308,CZE,ECCS,2013,2026-04-01,synthetic revision
10309,DNK,ECCS,2013,2026-04-01,synthetic revision
10310,DJI,ECCS,2013,2026-04-01,synthetic revision
10311,DMA,ECCS,2013,2026-04-01,synthetic revision
10312,DOM,ECCS,2013,2026-04-01,synthetic revision
10313,ECU,ECCS,2013,2026-04-01,synthetic revision
10314,EGY,ECCS,2013,2026-04-01,synthetic revision
10315,SLV,ECCS,2013,2026-04-01,synthetic revision
10316,GNQ,ECCS,2013,2026-04-01,synthetic revision
10317,ERI,ECCS,2013,2026-04-01,synthetic revision
10318,EST,ECCS,2013,2026-04-01,synthetic revision
10319,SWZ,ECCS,2013,2026-04-01,synthetic revision
10320,ETH,ECCS,2013,2026-04-01,synthetic revision
10321,FRO,ECCS,2013,2026-04-01,synthetic revision
10322,FJI,ECCS,2013,2026-04-01,synthetic revision
10323,FIN,ECCS,2013,2026-04-01,synthetic revision
10324,FRA,ECCS,2013,2026-04-01,synthetic revision
10325,PYF,ECCS,2013,2026-04-01,synthetic revision
10326,GAB,ECCS,2013,2026-04-01,synthetic revision
10327,GMB,ECCS,2013,2026-04-01,synthetic revision
10328,GEO,ECCS,2013,2026-04-01,synthetic revision
10329,DEU,ECCS,2013,2026-04-01,synthetic revision
10330,GHA,ECCS,2013,2026-04-01,synthetic revision
10331,GIB,ECCS,2013,2026-04-01,synthetic revision
10332,GRC,ECCS,2013,2026-04-01,synthetic revision
10333,GRL,ECCS,2013,2026-04-01,synthetic revision
10334,GRD,ECCS,2013,2026-04-01,synthetic revision
10335,GLP,ECCS,2013,2026-04-01,synthetic revision
10336,GTM,ECCS,2013,2026-04-01,synthetic revision
10337,GUF,ECCS,2013,2026-04-01,synthetic revision
10338,GIN,ECCS,2013,2026-04-01,synthetic revision
10339,GNB,ECCS,2013,2026-04-01,synthetic revision
10340,GUY,ECCS,2013,2026-04-01,synthetic revision
10341,HTI,ECCS,2013,2026-04-01,synthetic revision
10342,VAT,ECCS,2013,2026-04-01,synthetic revision
10343,HND,ECCS,2013,2026-04-01,synthetic revision
10344,HUN,ECCS,2013,2026-04-01,synthetic revision
10345,ISL,ECCS,2013,2026-04-01,synthetic revision
10346,IND,ECCS,2013,2026-04-01,synthetic revision
10347,IDN,ECCS,2013,2026-04-01,synthetic revision
10348,IRN,ECCS,2013,2026-04-01,synthetic revision
10349,IRQ,ECCS,2013,2026-04-01,synthetic revision
10350,IRL,ECCS,2013,2026-04-01,synthetic revision
10351,IMN,ECCS,2013,2026-04-01,synthetic revision
10352,ISR,ECCS,2013,2026-04-01,synthetic revision
